feature_1,feature_2,target
-0.3721760679097932,0.5693816732456383,1
-0.14989682200685472,3.6172986050784934,0
-0.40131002884957234,-1.6824895004906817,2
3.663322206320934,2.1536798054857558,1
0.16991891453608965,1.4519531204212992,1
2.200505880810741,3.3903352902322754,1
-1.5243034094553247,-0.16562994455486346,2
-1.5454770523439543,-0.34450730548815545,2
-0.4475813878903241,0.7137628351273234,0
1.8520511083759457,-0.09118106196356512,1
-0.30355815930241703,-1.383662012626238,2
-1.9208927995370892,2.918949895871104,0
0.4880626915133037,3.5057858449671846,0
-1.7005630914469088,-0.19333845782149606,0
-0.20876698986994002,1.1265468141713508,0
-1.2025316681141818,-1.8601876314762875,2
-0.7419115669003129,-0.6801417493256562,2
-0.24392414710557742,1.1997980579394445,0
-1.4034916551808931,0.5694988004813293,0
-0.7696559316782248,0.4008160209869278,1
-0.9198151227630246,-0.32833498742604716,2
0.9067980894140772,0.3970529544581629,1
-0.4799519691786681,2.038910750777192,0
0.19586868957783632,1.3104515964583747,1
-3.121909083375417,0.6222014461788723,0
-0.6496264563195701,0.2703382155665768,0
-1.1157894053802053,-1.2429851040027098,2
-2.411679535851465,-0.8062091360604746,0
1.967345073708668,1.8261010940321878,1
0.09529002044068013,0.5752655458548885,0
-1.6499422348345125,-0.06695916861284412,0
0.45530606246690064,1.5920799817248303,1
1.794879185499112,2.294405723557418,1
1.9291398664583914,2.1879615866006406,1
0.5816089303232259,-1.5188840323601243,2
-1.099363505481096,1.4769112486422176,0
0.30162791131955324,0.22791173377140928,0
-1.5834052093508748,0.40888523279567,2
-0.6910388957407573,0.46491472297947023,0
0.2563304864209457,0.5358996539482848,0
-0.8721749817110147,2.94816692041426,0
0.5424775716925417,-0.08438867152138418,1
-0.27831103161417003,-1.0523741955982708,2
0.6947207223925151,0.42543324123754644,1
1.4308743521731884,0.9876811283821397,1
2.8369575985614968,2.778393424284828,1
0.4187314369480968,-0.06259904221322055,0
1.7092960566165436,0.3984231174494849,1
-1.5479611233462474,1.7099420891843278,0
0.8012526053192905,1.6848983636798196,1
-0.32241666538269564,0.17569648233892832,1
1.857567777538502,1.7382646960940218,1
1.7879748819599164,1.5141273335353738,1
-0.0074544069644085775,-0.45284256458700733,0
-0.4489108149957436,0.07879940344742697,0
2.178961896625731,1.4739847844626537,1
-0.1386627911114271,-0.7979378532393187,0
-0.49734240980082056,0.986026550863544,1
2.971449187037373,1.5559682519335118,1
-1.1513420108508485,0.7692753111688478,0
-1.5990779552595131,-0.7652671286088886,2
-0.855235879473043,-0.47602930274820643,2
0.20478791471491176,1.038755867497844,1
-2.412015423709524,-0.7357017951101579,0
0.3507713592684325,0.30232340583220985,1
-2.7705602873364503,-0.2705629879094089,1
-2.40818907360263,-0.5113940905035548,0
-0.6560475863143316,-0.4413827032678024,1
3.470555701265805,1.8015758684712002,1
-1.5434071975585688,2.5851345562192503,0
1.877681131253484,0.5109598389099089,1
-2.493808576360128,0.37984677341822504,0
-1.724578448461162,0.6190380152652257,0
0.17855096289159023,-0.8202022930979505,0
-0.9387710310697897,0.5951932988116511,0
-0.9130757320196412,-0.7494914193294293,2
1.4351883705438215,1.3359470733986367,1
-1.528528448213078,0.8515365084609612,0
-0.4938474399569647,-1.8777261706442978,2
-0.3581415045600924,2.8007862368650516,0
-1.481291867709344,-0.47865767426774586,2
-1.4961753115466059,-1.3323256278803581,2
-0.2684438360764826,-2.1723591340271877,2
-0.6040435708554468,1.2861736920836289,0
-0.9910392385066276,-1.4904291881367644,2
0.655114140268658,1.5252225684064404,1
-2.4332258577271046,0.4631551723470215,2
-0.9390029997567206,-0.31172027389372325,1
-0.7785535290440327,-0.7477923311209815,2
-0.8729289816282879,0.01304199759555591,1
-0.5032562996716847,-2.020450793236792,2
2.294547743693917,-0.40438018805735165,1
0.6858354180870503,-0.4261364985658873,0
0.4429279355551786,-0.010254820408336585,1
-1.6769132671353084,-0.9108748422434816,2
2.177956247732284,2.073412231008816,1
-0.6406189896370914,1.161060376245767,0
1.7198334549310559,1.7664804088708852,1
-1.275099732681185,1.1134649013949993,0
-0.6818040474306888,-0.6664832813650842,2
-0.844538833067496,-1.1225743283700946,2
